age,annual_income,loan_amount,term_months,credit_score,employment_years,debt_to_income,num_credit_lines,past_delinquencies,loan_purpose,default
74,45116.0,12077.0,36,658.0,1,26.77,7,0,other,0
65,54265.0,32358.0,36,731.0,3,59.63,6,0,debt_consolidation,0
60,20284.0,28160.0,36,642.0,14,138.83,7,0,debt_consolidation,0
27,41947.0,23408.0,60,660.0,3,55.8,5,0,small_business,0
47,34889.0,13248.0,36,670.0,1,37.97,3,0,debt_consolidation,0
21,64039.0,14083.0,48,739.0,1,21.99,4,0,car,0
47,80037.0,2132.0,60,513.0,19,2.66,4,0,debt_consolidation,0
36,29459.0,11590.0,36,531.0,6,39.34,3,1,debt_consolidation,0
58,70600.0,15809.0,60,633.0,1,22.39,3,0,small_business,0
27,15833.0,14597.0,60,665.0,1,92.19,4,0,debt_consolidation,0
64,49013.0,18553.0,48,524.0,5,37.85,6,0,debt_consolidation,0
43,50200.0,28338.0,36,636.0,15,56.45,0,0,car,0
61,15322.0,500.0,48,587.0,2,3.26,5,2,debt_consolidation,0
31,28431.0,7401.0,60,549.0,1,26.03,7,1,debt_consolidation,0
62,26486.0,28733.0,48,628.0,1,108.48,4,0,debt_consolidation,0
73,18772.0,44594.0,36,690.0,5,237.56,3,0,small_business,1
53,8000.0,2115.0,60,770.0,3,26.44,7,1,car,0
70,40855.0,7496.0,72,788.0,3,18.35,3,1,home_improvement,0
56,43265.0,500.0,36,727.0,1,1.16,4,0,car,0
57,43107.0,500.0,48,663.0,0,1.16,5,0,home_improvement,0
61,60314.0,18294.0,48,632.0,0,30.33,6,1,small_business,0
37,8000.0,22131.0,36,650.0,7,276.64,4,0,home_improvement,0
55,37379.0,11404.0,36,650.0,1,30.51,3,1,debt_consolidation,0
68,96200.0,11513.0,36,718.0,4,11.97,1,1,home_improvement,0
25,62735.0,13667.0,48,752.0,6,21.79,1,0,other,0
68,62849.0,8177.0,48,558.0,3,13.01,5,0,home_improvement,0
52,24668.0,14477.0,36,619.0,2,58.69,1,1,debt_consolidation,0
23,41082.0,31643.0,36,707.0,0,77.02,4,0,debt_consolidation,0
72,8000.0,5071.0,36,631.0,1,63.39,2,1,car,0
67,56710.0,11603.0,48,611.0,1,20.46,1,1,debt_consolidation,0
55,73006.0,13468.0,36,721.0,3,18.45,1,0,home_improvement,0
72,16004.0,8190.0,36,604.0,4,51.17,2,1,debt_consolidation,0
34,21822.0,15815.0,60,686.0,4,72.47,2,0,debt_consolidation,0
68,44359.0,500.0,48,618.0,6,1.13,4,0,debt_consolidation,0
51,48066.0,21875.0,48,795.0,0,45.51,4,0,home_improvement,0
51,34165.0,3334.0,36,728.0,3,9.76,5,0,debt_consolidation,0
37,28693.0,4912.0,36,617.0,1,17.12,4,0,debt_consolidation,0
44,28907.0,12990.0,36,659.0,11,44.94,3,1,home_improvement,0
72,44019.0,500.0,48,681.0,2,1.14,5,0,debt_consolidation,0
43,56723.0,30974.0,36,611.0,3,54.61,6,0,home_improvement,0
38,44014.0,5114.0,36,618.0,1,11.62,4,1,car,0
70,42103.0,46592.0,48,699.0,1,110.66,2,1,home_improvement,0
74,9815.0,22562.0,36,640.0,3,229.87,4,0,debt_consolidation,1
34,62341.0,8180.0,36,542.0,8,13.12,7,2,home_improvement,0
70,43972.0,11323.0,60,680.0,0,25.75,4,0,debt_consolidation,0
35,36267.0,16783.0,36,707.0,5,46.28,5,0,small_business,0
35,50103.0,35385.0,60,617.0,1,70.62,2,0,home_improvement,0
26,28124.0,26403.0,60,586.0,0,93.88,2,0,debt_consolidation,1
47,36683.0,25503.0,36,733.0,4,69.52,2,0,home_improvement,0
35,47152.0,11333.0,72,651.0,0,24.04,3,0,home_improvement,0
70,31429.0,8197.0,60,634.0,4,26.08,4,0,debt_consolidation,0
56,12086.0,22649.0,72,634.0,2,187.4,3,1,debt_consolidation,0
28,8831.0,31003.0,48,742.0,1,351.07,7,1,car,1
35,53915.0,13344.0,60,658.0,1,24.75,7,0,debt_consolidation,0
23,44378.0,6784.0,48,671.0,4,15.29,1,1,debt_consolidation,0
67,43671.0,2600.0,60,629.0,5,5.95,1,0,debt_consolidation,0
33,21764.0,500.0,48,641.0,3,2.3,2,0,debt_consolidation,0
61,44589.0,9638.0,60,618.0,4,21.62,3,0,other,0
54,36991.0,11947.0,48,674.0,6,32.3,4,0,car,0
44,32999.0,14759.0,48,562.0,2,44.73,4,0,debt_consolidation,0
60,43499.0,21500.0,60,656.0,1,49.43,3,0,debt_consolidation,0
52,50929.0,9375.0,36,614.0,1,18.41,4,0,home_improvement,0
52,79998.0,36543.0,36,604.0,12,45.68,5,1,debt_consolidation,0
50,56306.0,1336.0,36,671.0,2,2.37,3,0,home_improvement,0
72,62151.0,23193.0,72,640.0,8,37.32,3,0,car,0
69,67093.0,500.0,60,570.0,4,0.75,3,0,home_improvement,0
33,29720.0,4795.0,36,578.0,4,16.13,2,0,car,0
21,38582.0,18372.0,72,654.0,1,47.62,5,0,debt_consolidation,0
54,26902.0,27524.0,36,585.0,1,102.31,3,0,debt_consolidation,0
35,31364.0,11645.0,36,524.0,4,37.13,1,0,debt_consolidation,0
64,36435.0,16015.0,48,698.0,3,43.95,5,0,small_business,0
34,30887.0,30153.0,36,553.0,6,97.62,6,0,small_business,0
49,49482.0,500.0,36,615.0,1,1.01,2,0,small_business,0
54,53657.0,24239.0,48,576.0,4,45.17,4,0,debt_consolidation,0
38,18877.0,6731.0,36,574.0,0,35.66,3,0,other,0
74,38758.0,17917.0,60,664.0,1,46.23,4,1,debt_consolidation,0
27,38977.0,21477.0,36,594.0,3,55.1,5,1,debt_consolidation,0
49,15552.0,891.0,72,624.0,12,5.73,4,0,debt_consolidation,0
51,29677.0,6041.0,60,513.0,14,20.36,2,0,home_improvement,0
45,62469.0,22990.0,48,762.0,2,36.8,3,0,home_improvement,0
58,62212.0,11879.0,36,665.0,4,19.09,2,0,car,0
34,12416.0,6436.0,72,738.0,3,51.84,4,0,small_business,0
28,54443.0,17337.0,36,729.0,4,31.84,10,0,home_improvement,0
47,15594.0,2047.0,36,723.0,4,13.13,3,1,car,0
74,36970.0,808.0,36,623.0,2,2.19,5,0,debt_consolidation,0
22,43054.0,500.0,72,643.0,5,1.16,3,0,debt_consolidation,0
37,60056.0,19317.0,60,570.0,3,32.16,2,1,debt_consolidation,0
57,41508.0,15384.0,72,646.0,0,37.06,0,0,debt_consolidation,0
34,24723.0,21487.0,48,553.0,14,86.91,2,0,debt_consolidation,0
45,21321.0,29662.0,36,739.0,1,139.12,4,0,debt_consolidation,0
50,48360.0,12104.0,60,703.0,10,25.03,4,0,debt_consolidation,0
49,32324.0,14165.0,36,684.0,1,43.82,4,0,debt_consolidation,0
40,36826.0,19119.0,36,601.0,6,51.92,3,0,car,0
41,64409.0,8159.0,36,722.0,4,12.67,7,0,debt_consolidation,0
73,53698.0,500.0,36,529.0,1,0.93,4,0,car,0
42,76738.0,1181.0,60,633.0,8,1.54,4,0,car,0
55,24636.0,14522.0,36,651.0,3,58.95,5,0,debt_consolidation,0
57,30816.0,26997.0,36,754.0,5,87.61,1,0,home_improvement,0
36,48674.0,33808.0,48,549.0,5,69.46,6,1,debt_consolidation,0
70,81376.0,11584.0,36,735.0,0,14.24,4,0,debt_consolidation,0
69,29103.0,17014.0,36,721.0,1,58.46,5,1,debt_consolidation,0
63,45768.0,37450.0,60,725.0,2,81.83,5,0,car,0
37,71425.0,21202.0,36,600.0,8,29.68,1,1,debt_consolidation,0
36,45998.0,16647.0,60,671.0,0,36.19,4,0,home_improvement,0
22,65400.0,17522.0,36,703.0,1,26.79,4,0,home_improvement,0
24,84150.0,21984.0,36,661.0,3,26.12,0,1,car,0
41,50902.0,500.0,48,665.0,3,0.98,3,0,debt_consolidation,0
59,54170.0,24127.0,36,674.0,1,44.54,4,0,home_improvement,0
54,59859.0,20269.0,36,595.0,9,33.86,3,1,home_improvement,0
50,26913.0,28059.0,36,594.0,1,104.26,6,1,car,0
26,15369.0,20929.0,36,694.0,1,136.18,2,1,debt_consolidation,0
37,48169.0,27255.0,48,598.0,3,56.58,2,0,car,0
59,32497.0,3925.0,36,663.0,2,12.08,3,0,car,0
45,66055.0,7843.0,36,550.0,0,11.87,5,1,car,0
25,51286.0,16832.0,60,625.0,8,32.82,5,0,debt_consolidation,0
25,65716.0,5985.0,36,745.0,0,9.11,7,0,small_business,0
40,20967.0,25266.0,36,655.0,1,120.5,5,0,debt_consolidation,0
36,65031.0,500.0,48,723.0,7,0.77,3,0,debt_consolidation,0
71,8000.0,13085.0,60,758.0,1,163.56,2,2,debt_consolidation,0
61,22608.0,8202.0,36,703.0,5,36.28,2,0,small_business,0
57,57645.0,6091.0,36,671.0,1,10.57,6,0,debt_consolidation,0
60,34949.0,500.0,36,633.0,0,1.43,5,0,home_improvement,0
29,36874.0,15502.0,36,625.0,1,42.04,5,0,debt_consolidation,0
25,47145.0,14003.0,36,618.0,4,29.7,4,0,debt_consolidation,0
62,73439.0,37853.0,36,717.0,3,51.54,5,0,small_business,0
22,8000.0,44855.0,36,655.0,1,560.69,3,0,debt_consolidation,1
29,69974.0,2184.0,36,700.0,3,3.12,6,0,home_improvement,0
63,71149.0,500.0,36,755.0,3,0.7,5,0,car,0
56,34913.0,592.0,48,775.0,2,1.7,6,0,debt_consolidation,0
42,31102.0,14258.0,36,689.0,8,45.84,2,0,home_improvement,0
42,42641.0,28502.0,36,689.0,5,66.84,1,2,debt_consolidation,0
42,30677.0,9222.0,36,626.0,5,30.06,5,0,small_business,0
54,51896.0,21939.0,36,706.0,2,42.27,7,0,debt_consolidation,0
49,54500.0,5412.0,60,581.0,3,9.93,4,1,home_improvement,0
58,13922.0,9155.0,72,647.0,1,65.76,3,1,debt_consolidation,0
66,26593.0,17002.0,36,569.0,1,63.93,6,1,debt_consolidation,0
53,21297.0,14866.0,36,550.0,2,69.8,7,0,small_business,0
38,49294.0,14567.0,48,663.0,5,29.55,6,0,debt_consolidation,0
27,62447.0,2018.0,36,572.0,1,3.23,3,0,debt_consolidation,0
21,23531.0,29711.0,60,602.0,2,126.26,4,0,car,0
53,62306.0,29620.0,36,671.0,9,47.54,4,0,debt_consolidation,0
21,26504.0,29821.0,48,707.0,1,112.52,5,0,home_improvement,0
44,59372.0,6873.0,36,778.0,3,11.58,4,2,debt_consolidation,0
24,39325.0,16433.0,36,508.0,0,41.79,2,0,debt_consolidation,0
24,36166.0,8702.0,36,580.0,2,24.06,4,1,debt_consolidation,0
38,67849.0,3303.0,48,508.0,1,4.87,4,0,home_improvement,0
47,80754.0,18420.0,60,551.0,0,22.81,5,0,debt_consolidation,0
63,8000.0,500.0,72,677.0,3,6.25,4,0,debt_consolidation,0
52,56989.0,25162.0,36,638.0,1,44.15,5,0,home_improvement,0
53,48547.0,1048.0,48,528.0,1,2.16,6,0,other,0
48,58158.0,11244.0,36,663.0,7,19.33,6,1,debt_consolidation,0
62,16230.0,500.0,48,748.0,1,3.08,4,0,debt_consolidation,0
61,23314.0,36693.0,36,566.0,2,157.39,5,1,car,0
56,31571.0,22899.0,48,670.0,9,72.53,5,0,debt_consolidation,0
26,49261.0,16030.0,60,752.0,0,32.54,4,0,home_improvement,0
36,30347.0,6742.0,60,578.0,8,22.22,6,0,debt_consolidation,0
54,38540.0,2211.0,36,634.0,1,5.74,6,0,debt_consolidation,0
43,61611.0,12596.0,36,537.0,5,20.44,3,0,home_improvement,0
70,85976.0,18627.0,60,735.0,1,21.67,6,0,home_improvement,0
62,60184.0,12242.0,72,669.0,2,20.34,3,0,car,0
44,62188.0,21371.0,36,597.0,2,34.37,3,0,car,0
69,41363.0,37269.0,60,627.0,9,90.1,6,0,debt_consolidation,0
33,27188.0,2122.0,72,706.0,2,7.8,3,1,debt_consolidation,0
38,38481.0,17838.0,36,528.0,1,46.36,3,0,debt_consolidation,0
74,43842.0,35895.0,48,583.0,3,81.87,2,0,car,0
33,21797.0,11271.0,48,655.0,7,51.71,5,0,other,0
69,61302.0,13332.0,48,702.0,1,21.75,6,0,car,0
57,75389.0,20535.0,36,672.0,1,27.24,2,1,debt_consolidation,0
63,47448.0,23113.0,36,539.0,3,48.71,7,0,car,0
59,66681.0,27597.0,36,710.0,13,41.39,4,0,car,0
62,69169.0,16311.0,48,723.0,2,23.58,3,0,car,0
37,24307.0,5462.0,60,710.0,3,22.47,3,0,debt_consolidation,0
35,10244.0,21729.0,48,641.0,0,212.11,3,2,car,0
38,35020.0,3397.0,36,600.0,4,9.7,7,0,home_improvement,0
43,46918.0,18983.0,60,741.0,1,40.46,6,0,debt_consolidation,0
74,21077.0,15927.0,36,607.0,1,75.57,5,0,debt_consolidation,0
71,73444.0,15633.0,60,649.0,4,21.29,5,0,small_business,0
50,83976.0,14012.0,48,705.0,4,16.69,6,0,home_improvement,0
54,48584.0,27023.0,48,729.0,1,55.62,2,0,small_business,0
24,25364.0,22416.0,48,590.0,6,88.38,2,1,debt_consolidation,0
23,54726.0,23335.0,36,731.0,5,42.64,5,0,debt_consolidation,0
27,25301.0,9436.0,48,602.0,3,37.29,1,0,debt_consolidation,0
38,67862.0,500.0,36,696.0,1,0.74,4,0,debt_consolidation,0
62,40371.0,10235.0,48,686.0,7,25.35,4,1,debt_consolidation,0
27,59545.0,20229.0,36,645.0,2,33.97,7,0,debt_consolidation,0
60,63038.0,15389.0,48,544.0,1,24.41,4,1,debt_consolidation,0
26,55759.0,9807.0,72,569.0,8,17.59,5,1,home_improvement,0
42,80706.0,17657.0,36,710.0,11,21.88,3,1,small_business,0
21,48565.0,11794.0,48,672.0,4,24.28,6,0,debt_consolidation,0
24,34936.0,15586.0,60,679.0,5,44.61,4,0,debt_consolidation,0
66,8000.0,500.0,36,620.0,1,6.25,1,0,home_improvement,0
69,8000.0,24206.0,60,614.0,1,302.58,14,0,debt_consolidation,0
72,58041.0,22354.0,36,673.0,3,38.51,2,0,home_improvement,0
70,41323.0,40347.0,48,617.0,12,97.64,3,0,debt_consolidation,0
63,28692.0,6457.0,72,672.0,4,22.5,3,0,other,0
49,22722.0,8962.0,72,558.0,4,39.44,5,0,debt_consolidation,0
41,59819.0,17091.0,36,646.0,1,28.57,4,0,debt_consolidation,0
46,25329.0,14591.0,36,590.0,2,57.61,4,0,debt_consolidation,0
34,77613.0,33958.0,60,656.0,1,43.75,6,0,debt_consolidation,0
29,92020.0,10100.0,60,564.0,1,10.98,2,1,other,0
67,26999.0,13155.0,48,731.0,4,48.72,2,0,debt_consolidation,0
32,58397.0,8253.0,36,526.0,0,14.13,5,0,debt_consolidation,0
62,53800.0,33283.0,60,714.0,1,61.86,2,0,other,0
71,25247.0,20846.0,36,618.0,2,82.57,3,0,debt_consolidation,0
71,25360.0,33851.0,60,684.0,1,133.48,3,0,car,0
26,42548.0,49981.0,36,673.0,7,117.47,5,1,debt_consolidation,0
40,22232.0,5846.0,48,604.0,1,26.3,7,0,debt_consolidation,0
44,66825.0,27938.0,36,611.0,1,41.81,6,1,home_improvement,0
47,40078.0,11919.0,36,713.0,1,29.74,2,0,other,0
58,22587.0,6748.0,60,651.0,6,29.88,2,0,car,0
28,43220.0,500.0,36,621.0,1,1.16,4,0,debt_consolidation,0
21,54328.0,40540.0,60,612.0,1,74.62,2,0,other,0
74,30511.0,27024.0,48,624.0,3,88.57,4,0,debt_consolidation,0
69,8000.0,12295.0,36,756.0,0,153.69,4,1,home_improvement,0
69,47527.0,22463.0,48,745.0,5,47.26,2,1,other,0
44,20660.0,500.0,48,759.0,4,2.42,1,0,home_improvement,0
67,29125.0,13867.0,36,756.0,1,47.61,4,0,home_improvement,0
27,54382.0,5857.0,36,591.0,1,10.77,7,1,car,0
39,33242.0,32347.0,36,645.0,3,97.31,2,3,other,0
42,42178.0,33153.0,36,598.0,9,78.6,8,0,other,0
55,74061.0,25685.0,36,703.0,3,34.68,4,0,other,0
50,37959.0,26368.0,72,629.0,1,69.46,3,1,debt_consolidation,0
49,85426.0,7202.0,48,610.0,2,8.43,4,1,car,0
42,59798.0,23603.0,36,613.0,2,39.47,6,0,car,0
31,26373.0,500.0,60,588.0,2,1.9,3,0,debt_consolidation,0
40,35473.0,500.0,60,689.0,2,1.41,10,0,home_improvement,0
49,19747.0,13734.0,36,677.0,1,69.55,2,0,home_improvement,0
71,57749.0,21362.0,36,591.0,6,36.99,4,0,debt_consolidation,0
61,71490.0,22178.0,60,704.0,1,31.02,1,0,other,0
62,37832.0,500.0,36,663.0,2,1.32,4,1,debt_consolidation,0
54,8000.0,500.0,60,573.0,1,6.25,5,0,debt_consolidation,0
21,52209.0,9581.0,36,567.0,2,18.35,3,1,debt_consolidation,0
51,27760.0,4483.0,48,576.0,3,16.15,4,0,other,0
50,30787.0,22344.0,48,704.0,4,72.58,2,0,debt_consolidation,0
68,51231.0,2846.0,36,744.0,5,5.56,4,0,debt_consolidation,0
38,69640.0,38332.0,36,446.0,4,55.04,0,0,debt_consolidation,0
37,59790.0,19348.0,48,556.0,2,32.36,7,3,small_business,0
58,53590.0,13237.0,60,731.0,0,24.7,7,0,car,0
34,41855.0,1232.0,48,620.0,2,2.94,5,0,debt_consolidation,0
43,18591.0,500.0,60,714.0,0,2.69,3,0,home_improvement,0
45,51959.0,11149.0,36,646.0,10,21.46,7,0,small_business,0
35,59355.0,8054.0,36,662.0,1,13.57,1,0,debt_consolidation,0
66,33098.0,500.0,48,717.0,2,1.51,2,1,debt_consolidation,0
42,37673.0,31460.0,36,638.0,0,83.51,5,0,debt_consolidation,0
23,67201.0,1737.0,36,581.0,16,2.58,7,0,small_business,0
39,37150.0,19231.0,48,680.0,2,51.77,0,1,debt_consolidation,0
64,39589.0,20306.0,72,612.0,1,51.29,3,1,debt_consolidation,0
54,43232.0,500.0,36,799.0,1,1.16,10,0,small_business,0
55,58311.0,10383.0,36,629.0,3,17.81,4,0,home_improvement,0
70,50867.0,500.0,60,677.0,2,0.98,2,2,other,0
21,49385.0,19891.0,36,705.0,1,40.28,4,0,small_business,0
72,75357.0,15750.0,36,725.0,0,20.9,5,0,home_improvement,0
41,36810.0,14073.0,60,722.0,0,38.23,6,0,debt_consolidation,0
49,25989.0,5158.0,36,722.0,4,19.85,2,0,debt_consolidation,0
26,65442.0,29172.0,36,633.0,2,44.58,1,0,home_improvement,0
57,49619.0,10466.0,36,696.0,6,21.09,4,1,debt_consolidation,0
21,33215.0,500.0,36,508.0,4,1.51,3,1,debt_consolidation,0
71,37803.0,3668.0,48,685.0,3,9.7,3,0,debt_consolidation,0
21,19521.0,500.0,36,689.0,2,2.56,3,1,car,0
47,49634.0,7148.0,36,699.0,4,14.4,5,1,debt_consolidation,0
41,15772.0,4091.0,48,702.0,4,25.94,0,0,debt_consolidation,0
73,58641.0,23335.0,72,703.0,1,39.79,4,0,small_business,0
36,34552.0,21867.0,60,616.0,0,63.29,5,1,small_business,0
64,17119.0,17552.0,60,623.0,4,102.53,9,0,debt_consolidation,0
74,66945.0,26365.0,48,689.0,1,39.38,3,0,debt_consolidation,0
60,90128.0,859.0,36,517.0,5,0.95,11,0,debt_consolidation,0
46,53746.0,18820.0,48,538.0,3,35.02,4,1,small_business,0
36,39292.0,500.0,36,599.0,1,1.27,5,0,debt_consolidation,0
48,25799.0,9278.0,60,612.0,6,35.96,3,0,small_business,0
21,50237.0,19094.0,36,661.0,4,38.01,5,1,debt_consolidation,0
56,57735.0,8619.0,48,787.0,2,14.93,5,0,debt_consolidation,0
30,45138.0,34599.0,36,609.0,1,76.65,5,0,debt_consolidation,0
63,62909.0,10824.0,36,673.0,13,17.21,5,0,car,0
37,75278.0,24609.0,48,527.0,5,32.69,3,0,car,0
43,19806.0,11826.0,48,609.0,0,59.71,3,0,debt_consolidation,0
27,50881.0,16580.0,36,690.0,5,32.59,3,0,car,0
64,8000.0,10620.0,60,614.0,0,132.75,5,0,debt_consolidation,0
73,28719.0,17126.0,36,598.0,1,59.63,8,0,debt_consolidation,0
27,59397.0,35720.0,60,495.0,9,60.14,5,1,car,0
64,44064.0,33518.0,48,587.0,6,76.07,4,1,debt_consolidation,0
35,12782.0,9154.0,48,720.0,3,71.62,3,0,debt_consolidation,0
54,65998.0,12252.0,72,610.0,4,18.56,5,0,debt_consolidation,0
66,34135.0,15610.0,60,646.0,0,45.73,5,0,debt_consolidation,0
65,62018.0,22705.0,36,588.0,1,36.61,2,0,home_improvement,0
24,55254.0,37254.0,36,619.0,1,67.42,3,0,car,0
34,28337.0,30431.0,36,724.0,0,107.39,4,1,debt_consolidation,0
34,62378.0,11799.0,36,609.0,4,18.92,5,0,home_improvement,0
36,51372.0,19836.0,48,589.0,1,38.61,3,0,other,0
27,48501.0,17709.0,48,726.0,3,36.51,3,0,debt_consolidation,0
52,35637.0,7731.0,36,638.0,0,21.69,4,0,debt_consolidation,0
39,22946.0,27163.0,48,619.0,0,118.38,5,0,debt_consolidation,0
22,36626.0,500.0,48,653.0,1,1.37,1,0,home_improvement,0
30,36191.0,27074.0,48,714.0,4,74.81,4,0,debt_consolidation,0
70,62032.0,19942.0,48,649.0,3,32.15,7,0,debt_consolidation,0
37,12020.0,500.0,36,592.0,1,4.16,11,0,debt_consolidation,0
57,74414.0,2499.0,48,649.0,2,3.36,2,0,debt_consolidation,0
32,75512.0,500.0,60,530.0,3,0.66,5,0,car,0
26,32180.0,35361.0,36,576.0,8,109.89,4,0,small_business,0
42,73031.0,3100.0,60,663.0,4,4.24,9,0,home_improvement,0
52,24888.0,25922.0,36,642.0,0,104.15,4,0,home_improvement,0
61,67543.0,26351.0,36,668.0,1,39.01,6,0,small_business,0
40,28607.0,13552.0,60,670.0,2,47.37,3,1,other,0
21,65669.0,7025.0,48,698.0,0,10.7,4,0,debt_consolidation,0
74,16252.0,21153.0,60,648.0,2,130.16,4,0,home_improvement,0
67,66657.0,17585.0,72,711.0,7,26.38,4,0,debt_consolidation,0
73,70772.0,26235.0,36,672.0,1,37.07,4,0,home_improvement,0
26,15609.0,920.0,72,676.0,13,5.89,4,1,home_improvement,0
39,80145.0,27269.0,36,582.0,1,34.02,5,0,debt_consolidation,0
38,65370.0,31172.0,36,590.0,2,47.69,9,0,home_improvement,0
26,8000.0,11919.0,60,603.0,1,148.99,2,0,home_improvement,0
65,35201.0,3528.0,36,773.0,1,10.02,6,1,home_improvement,0
53,65752.0,9201.0,60,736.0,1,13.99,4,1,small_business,0
43,59462.0,7318.0,48,578.0,0,12.31,3,0,car,0
43,47236.0,12830.0,36,639.0,2,27.16,2,0,debt_consolidation,0
46,63559.0,6142.0,36,584.0,4,9.66,7,1,home_improvement,0
33,27519.0,20478.0,36,586.0,6,74.41,5,0,debt_consolidation,0
27,45947.0,22640.0,36,711.0,1,49.27,4,2,debt_consolidation,0
35,28088.0,10692.0,36,537.0,2,38.07,5,0,small_business,0
64,47696.0,500.0,48,673.0,7,1.05,3,0,other,0
47,65021.0,20316.0,72,636.0,5,31.25,4,1,debt_consolidation,0
46,60631.0,500.0,36,710.0,2,0.82,5,0,debt_consolidation,0
53,49458.0,17995.0,36,654.0,1,36.38,7,0,car,0
35,64794.0,15862.0,36,745.0,2,24.48,6,0,car,0
56,66764.0,11052.0,36,643.0,14,16.55,3,1,debt_consolidation,0
65,80946.0,22738.0,36,707.0,4,28.09,3,1,debt_consolidation,0
47,68349.0,19363.0,36,655.0,6,28.33,6,1,home_improvement,0
25,58128.0,19652.0,48,645.0,1,33.81,2,0,small_business,0
22,63682.0,24852.0,36,725.0,7,39.03,7,0,debt_consolidation,0
53,49871.0,10046.0,36,646.0,0,20.14,7,2,car,0
36,39401.0,9879.0,60,652.0,6,25.07,6,0,debt_consolidation,0
43,62352.0,27927.0,60,591.0,1,44.79,2,0,home_improvement,0
58,60142.0,22703.0,36,643.0,3,37.75,3,0,home_improvement,0
36,50839.0,9364.0,48,452.0,1,18.42,7,0,other,0
34,41108.0,500.0,48,610.0,0,1.22,3,0,debt_consolidation,0
49,39999.0,19705.0,48,663.0,1,49.26,4,0,debt_consolidation,0
46,36826.0,20831.0,60,630.0,2,56.57,6,1,home_improvement,0
55,70114.0,500.0,36,625.0,8,0.71,6,1,other,0
35,68569.0,4818.0,48,680.0,1,7.03,5,0,home_improvement,0
23,67710.0,10106.0,60,750.0,0,14.93,1,0,home_improvement,0
43,23963.0,20428.0,48,612.0,0,85.25,5,0,car,0
49,37814.0,44803.0,60,701.0,1,118.48,3,0,home_improvement,0
54,39852.0,28413.0,36,639.0,0,71.3,6,0,debt_consolidation,0
53,32877.0,500.0,60,677.0,1,1.52,3,0,debt_consolidation,0
61,82252.0,9765.0,60,781.0,1,11.87,3,0,home_improvement,0
61,53009.0,13866.0,48,705.0,11,26.16,4,0,car,0
43,51572.0,21029.0,36,728.0,1,40.78,5,1,small_business,0
27,35682.0,5250.0,60,612.0,3,14.71,7,0,debt_consolidation,0
23,62242.0,22014.0,60,634.0,5,35.37,2,0,debt_consolidation,0
52,88831.0,8843.0,36,565.0,2,9.95,3,0,debt_consolidation,0
51,46619.0,21995.0,36,597.0,4,47.18,5,0,debt_consolidation,0
38,40330.0,15910.0,72,654.0,11,39.45,4,1,other,0
63,43188.0,39545.0,48,591.0,1,91.56,3,0,debt_consolidation,0
27,38559.0,26746.0,48,656.0,0,69.36,5,0,debt_consolidation,0
61,44943.0,30767.0,60,608.0,2,68.46,7,0,car,0
21,32771.0,2308.0,36,650.0,2,7.04,7,0,debt_consolidation,0
34,27269.0,8615.0,60,687.0,3,31.59,2,1,debt_consolidation,0
72,44575.0,18926.0,48,682.0,4,42.46,4,1,debt_consolidation,0
52,46622.0,500.0,72,669.0,7,1.07,3,0,debt_consolidation,0
26,39538.0,27545.0,36,733.0,2,69.67,7,2,home_improvement,0
59,74140.0,16566.0,60,510.0,0,22.34,4,1,debt_consolidation,0
30,53310.0,28199.0,48,638.0,2,52.9,3,0,debt_consolidation,0
27,59849.0,20788.0,36,694.0,1,34.73,4,0,debt_consolidation,1
46,60380.0,15538.0,36,496.0,1,25.73,0,0,debt_consolidation,0
54,47093.0,13528.0,48,761.0,0,28.73,3,0,car,0
50,49373.0,5774.0,48,619.0,8,11.69,6,0,debt_consolidation,0
56,27797.0,5060.0,60,593.0,4,18.2,4,1,home_improvement,0
41,58120.0,25664.0,48,694.0,0,44.16,1,0,home_improvement,0
37,38334.0,23016.0,60,586.0,8,60.04,6,1,home_improvement,0
53,32205.0,29809.0,60,734.0,6,92.56,7,0,car,0
30,71039.0,8452.0,36,641.0,7,11.9,4,0,debt_consolidation,0
71,18355.0,28471.0,36,739.0,0,155.11,6,0,debt_consolidation,0
67,79382.0,12881.0,36,726.0,0,16.23,5,0,home_improvement,0
62,77799.0,21959.0,36,649.0,0,28.23,3,0,car,0
71,40555.0,30498.0,36,592.0,10,75.2,3,0,debt_consolidation,0
32,80704.0,39852.0,48,762.0,3,49.38,3,2,car,0
36,27233.0,27869.0,48,534.0,1,102.34,3,0,debt_consolidation,0
61,64882.0,17434.0,48,616.0,8,26.87,5,0,small_business,0
52,45336.0,21731.0,36,701.0,2,47.93,5,0,debt_consolidation,0
35,8872.0,29988.0,36,537.0,5,338.01,10,0,debt_consolidation,0
47,32380.0,23519.0,36,555.0,3,72.63,2,1,debt_consolidation,0
48,41510.0,10209.0,48,627.0,3,24.59,7,0,home_improvement,0
37,60580.0,22377.0,36,659.0,2,36.94,3,0,home_improvement,0
66,35458.0,30644.0,36,508.0,2,86.42,3,0,home_improvement,0
70,39537.0,36749.0,36,719.0,1,92.95,6,0,home_improvement,0
22,55820.0,15746.0,48,629.0,0,28.21,3,0,other,0
56,54762.0,1599.0,48,690.0,8,2.92,4,0,debt_consolidation,0
70,43165.0,500.0,36,588.0,8,1.16,4,1,debt_consolidation,0
27,38943.0,24548.0,36,613.0,3,63.04,6,0,car,0
